"","Frequency","Regularity","Uniformity (RMSE)","D","Proportion","Material","Q","Precision","Total Chronology Score","mean used error","1 sigma calibrated range","2-sigma calibrated range"
"hallet",645.666666666667,787.947721052045,180.112946678847,2.2256460338959,1,4,4,2.86458333333333,4.63893729943744,69.8181818181818,20.1363636363636,69.8181818181818
"greyling",1715.83333333333,1331.24884976476,421.681040981822,5.36233421449451,0.857142857142857,4,3.42857142857143,2.58732212160414,0.653559335681056,77.3,90.3333333333333,300.444444444444
